question,answer,movie_name
所以 他 要 回 茶 果嶺村 ， 讓 祖父母 帶 大,這些 真的 完全 不 知道,Far.Far.Away.2023.iTunes
這些 真的 完全 不 知道,不過 他 祖父母 在 他 讀 大學 時 過世 了,Far.Far.Away.2023.iTunes
不過 他 祖父母 在 他 讀 大學 時 過世 了,他 老爸 在 大陸 再婚 生子,Far.Far.Away.2023.iTunes
他 老爸 在 大陸 再婚 生子,大學 二年級 時 你 知道 發生 甚麼 吧 ？,Far.Far.Away.2023.iTunes
大學 二年級 時 你 知道 發生 甚麼 吧 ？,大同 讀 樹仁 傳理系 ， 剛好 實習,Far.Far.Away.2023.iTunes
大同 讀 樹仁 傳理系 ， 剛好 實習,便 每 天 跑去 旺角 拍照,Far.Far.Away.2023.iTunes
便 每 天 跑去 旺角 拍照,有 帶 他 一起 去 的,Far.Far.Away.2023.iTunes
有 帶 他 一起 去 的,他 那 時候 真的 很 頹,Far.Far.Away.2023.iTunes
他 那 時候 真的 很 頹,我們 很 擔心 他 不能 畢業,Far.Far.Away.2023.iTunes
我們 很 擔心 他 不能 畢業,他 完全 沒 跟 我 說 這些 事,Far.Far.Away.2023.iTunes
他 完全 沒 跟 我 說 這些 事,你 說 你們 還 沒 談戀愛 嘛,Far.Far.Away.2023.iTunes
你 說 你們 還 沒 談戀愛 嘛,對,Far.Far.Away.2023.iTunes
對,他 這 個 人 就 是 慢 熱,Far.Far.Away.2023.iTunes
他 這 個 人 就 是 慢 熱,你 給 他 多一點 時間,Far.Far.Away.2023.iTunes
你 給 他 多一點 時間,他 自然 甚麼 也 會 對 你 說,Far.Far.Away.2023.iTunes
他 自然 甚麼 也 會 對 你 說,希望 吧,Far.Far.Away.2023.iTunes
希望 吧,他們 到 了,Far.Far.Away.2023.iTunes
他們 到 了,走 吧,Far.Far.Away.2023.iTunes
走 吧,你 不 是 說 帶 我 去 看 求子石 嗎 ？,Far.Far.Away.2023.iTunes
你 不 是 說 帶 我 去 看 求子石 嗎 ？,你 想 生 小孩 嗎 ？,Far.Far.Away.2023.iTunes
你 想 生 小孩 嗎 ？,不要 不要,Far.Far.Away.2023.iTunes
不要 不要,現在 是 甚麼 社會 ， 甚麼 世界 ？,Far.Far.Away.2023.iTunes
現在 是 甚麼 社會 ， 甚麼 世界 ？,還 生 小孩 ？,Far.Far.Away.2023.iTunes
還 生 小孩 ？,除非,Far.Far.Away.2023.iTunes
除非,能夠 移民,Far.Far.Away.2023.iTunes
能夠 移民,你 有 想 過 移民 ？,Far.Far.Away.2023.iTunes
你 有 想 過 移民 ？,可以 不 想 嗎 ？,Far.Far.Away.2023.iTunes
可以 不 想 嗎 ？,那 就 今晚 不 打電動,Far.Far.Away.2023.iTunes
那 就 今晚 不 打電動,今晚 別 算 我,Far.Far.Away.2023.iTunes
今晚 別 算 我,要 休息 一下,Far.Far.Away.2023.iTunes
要 休息 一下,熬 了 幾 天 夜,Far.Far.Away.2023.iTunes
熬 了 幾 天 夜,有 甚麼 事 都 讓 同事 代勞,Far.Far.Away.2023.iTunes
有 甚麼 事 都 讓 同事 代勞,而且 今晚 Gigi 也 要 上 夜班,Far.Far.Away.2023.iTunes
而且 今晚 Gigi 也 要 上 夜班,對 啊,Far.Far.Away.2023.iTunes
對 啊,你 好,Far.Far.Away.2023.iTunes
你 好,Melanie,Far.Far.Away.2023.iTunes
Melanie,歡迎 來到 我們 的 冰室,Far.Far.Away.2023.iTunes
歡迎 來到 我們 的 冰室,哇 ， 你們 在 同 一 條 村 長大 嗎 ？,Far.Far.Away.2023.iTunes
哇 ， 你們 在 同 一 條 村 長大 嗎 ？,對 啊,Far.Far.Away.2023.iTunes
對 啊,對 啊,Far.Far.Away.2023.iTunes
對 啊,相差 這麼 遠,Far.Far.Away.2023.iTunes
相差 這麼 遠,這 間 冰室 挺 漂亮 ， 好像 去 了 上 世紀,Far.Far.Away.2023.iTunes
這 間 冰室 挺 漂亮 ， 好像 去 了 上 世紀,謝謝 欣賞,Far.Far.Away.2023.iTunes
謝謝 欣賞,我 想 問 這 條 村 有 多久 歷史 ？,Far.Far.Away.2023.iTunes
我 想 問 這 條 村 有 多久 歷史 ？,別 問 我,Far.Far.Away.2023.iTunes
別 問 我,這裏 差不多 有 四百 年 歷史,Far.Far.Away.2023.iTunes
這裏 差不多 有 四百 年 歷史,那 又 怎樣 ？,Far.Far.Away.2023.iTunes
那 又 怎樣 ？,村民 不能 蓋 透天厝,Far.Far.Away.2023.iTunes
村民 不能 蓋 透天厝,衙 前 圍村 六百多 年 也 要 被 拆掉,Far.Far.Away.2023.iTunes
衙 前 圍村 六百多 年 也 要 被 拆掉,這裏 是 香港,Far.Far.Away.2023.iTunes
這裏 是 香港,這裏 可能 兩三 年 後 也 要 被 拆掉,Far.Far.Away.2023.iTunes
{\an8 },， 那些 橙色 屋頂,Far.Far.Away.2023.iTunes
， 那些 橙色 屋頂,就 是 我 家 澄碧邨,Far.Far.Away.2023.iTunes
就 是 我 家 澄碧邨,哦 ⋯⋯,Far.Far.Away.2023.iTunes
哦 ⋯⋯,你 常常 在 晚上 送 我 回家,Far.Far.Away.2023.iTunes
你 常常 在 晚上 送 我 回家,那裏 黑漆漆 ， 只 有 一 組 燈,Far.Far.Away.2023.iTunes
這 艘 並 不 是 去 澄碧邨 的 船,你 幹 甚麼 ？,Far.Far.Away.2023.iTunes
你 幹 甚麼 ？,你 先 上船 吧 ， 咩姐,Far.Far.Away.2023.iTunes
你 先 上船 吧 ， 咩姐,有時候 我 會 想,Far.Far.Away.2023.iTunes
有時候 我 會 想,生活 可以 有 好多 可能性,Far.Far.Away.2023.iTunes
生活 可以 有 好多 可能性,一直 都 想 和 咩姐 分享 一 個 故事,Far.Far.Away.2023.iTunes
一直 都 想 和 咩姐 分享 一 個 故事,我 舊 同事 Rex 認識 他 的 女朋友 Sarah 後,Far.Far.Away.2023.iTunes
我 舊 同事 Rex 認識 他 的 女朋友 Sarah 後,便 辭職 去 環遊 世界,Far.Far.Away.2023.iTunes
便 辭職 去 環遊 世界,回 香港 後 買 了 一 艘 船 做 本 地 旅遊,Far.Far.Away.2023.iTunes
回 香港 後 買 了 一 艘 船 做 本 地 旅遊,不 知道 咩姐 想要 怎樣 的 生活 ？,Far.Far.Away.2023.iTunes
小心 有點 熱和 有點 重 　 辛苦 了,我 一直 以為,Far.Far.Away.2023.iTunes
我 一直 以為,自己 是 喜歡 和 自己 差不多 的 女生,Far.Far.Away.2023.iTunes
自己 是 喜歡 和 自己 差不多 的 女生,不過 和 咩姐 相處 下來,Far.Far.Away.2023.iTunes
不過 和 咩姐 相處 下來,又 覺得 不錯,Far.Far.Away.2023.iTunes
又 覺得 不錯,我 是否 變 了 ？,Far.Far.Away.2023.iTunes
我 是否 變 了 ？,你 弄髒 了,Far.Far.Away.2023.iTunes
你 弄髒 了,別 動,Far.Far.Away.2023.iTunes
說 實話,你 現在 要 帶 我 去 哪裏 ？,Far.Far.Away.2023.iTunes
你 現在 要 帶 我 去 哪裏 ？,我 知道,Far.Far.Away.2023.iTunes
我 知道,這 條 路 是 去 沙灘 的,Far.Far.Away.2023.iTunes
這 條 路 是 去 沙灘 的,給 一點 耐性 ， 咩姐,Far.Far.Away.2023.iTunes
給 一點 耐性 ， 咩姐,不過 我 今天 真的 挺 開心,Far.Far.Away.2023.iTunes
不過 我 今天 真的 挺 開心,你 知不知道 你 這 句 話 說 了 三 遍 ？,Far.Far.Away.2023.iTunes
你 知不知道 你 這 句 話 說 了 三 遍 ？,是 嗎 ？,Far.Far.Away.2023.iTunes
是 嗎 ？,不過 你 別 誤會,Far.Far.Away.2023.iTunes
不過 你 別 誤會,我 不 是 喜歡 生日 大肆 慶祝 的 人,Far.Far.Away.2023.iTunes
我 不 是 喜歡 生日 大肆 慶祝 的 人,婚禮 婚宴 之類 千萬 不要 搞,Far.Far.Away.2023.iTunes
婚禮 婚宴 之類 千萬 不要 搞,我 相信 我 老爸 老媽 都 不 喜歡 見 人,Far.Far.Away.2023.iTunes
我 相信 我 老爸 老媽 都 不 喜歡 見 人,但 像是 今天 這樣 在 船 上 吃吃飯,Far.Far.Away.2023.iTunes
但 像是 今天 這樣 在 船 上 吃吃飯,比起 燭光 晚餐 是 特別 的,Far.Far.Away.2023.iTunes
比起 燭光 晚餐 是 特別 的,你,Far.Far.Away.2023.iTunes
你,常常 去 燭光 晚餐 的 嗎 ？,Far.Far.Away.2023.iTunes
常常 去 燭光 晚餐 的 嗎 ？,比 你 多 吧,Far.Far.Away.2023.iTunes
比 你 多 吧,A2,Far.Far.Away.2023.iTunes
A2,甚麼 ？ 甚麼 A2 ？,Far.Far.Away.2023.iTunes
甚麼 ？ 甚麼 A2 ？,不 是 吧 ！ 這 個 也 不 懂 ？,Far.Far.Away.2023.iTunes
不 是 吧 ！ 這 個 也 不 懂 ？,A 是 Available,Far.Far.Away.2023.iTunes
A 是 Available,即 是 你,Far.Far.Away.2023.iTunes
即 是 你,單身 ， Single,Far.Far.Away.2023.iTunes
單身 ， Single,2 即 是 談 過 兩 次 戀愛,Far.Far.Away.2023.iTunes
2 即 是 談 過 兩 次 戀愛,也 是 你,Far.Far.Away.2023.iTunes
也 是 你,還 敢 學 人家 搞 約會 App,Far.Far.Away.2023.iTunes
還 敢 學 人家 搞 約會 App,怎樣 ？,Far.Far.Away.2023.iTunes
怎樣 ？,那裏,Far.Far.Away.2023.iTunes
那裏,你 又 有 新 朋友 介紹給 我 認識 ？,Far.Far.Away.2023.iTunes
你 又 有 新 朋友 介紹給 我 認識 ？,耐性 ， 咩姐,Far.Far.Away.2023.iTunes
耐性 ， 咩姐,耐性 ⋯,Far.Far.Away.2023.iTunes
耐性 ⋯,我 很 久 沒 做 運動 了,Far.Far.Away.2023.iTunes
我 很 久 沒 做 運動 了,好 累,Far.Far.Away.2023.iTunes
好 累,這裏 ？,Far.Far.Away.2023.iTunes
這裏 ？,噓,Far.Far.Away.2023.iTunes
咩姐 …,生日快樂,Far.Far.Away.2023.iTunes
生日快樂,是 甚麼 ？,Far.Far.Away.2023.iTunes
是 甚麼 ？,如果 你 以後 趕 不 上 末班船,Far.Far.Away.2023.iTunes
如果 你 以後 趕 不 上 末班船,你 可以 上來 睡,Far.Far.Away.2023.iTunes
你 可以 上來 睡,我 決定 了,Far.Far.Away.2023.iTunes
我 決定 了,搬來 長洲,Far.Far.Away.2023.iTunes
搬來 長洲,想 跟 你 住 得 近 一點,Far.Far.Away.2023.iTunes
想 跟 你 住 得 近 一點,你,Far.Far.Away.2023.iTunes
你,可不可以 做 我 女朋友 ？,Far.Far.Away.2023.iTunes
你 當 我 是 甚麼 ？,你 叫 我 來 睡 我 就 上來 睡 ？,Far.Far.Away.2023.iTunes
你 叫 我 來 睡 我 就 上來 睡 ？,你 就是 覺得 我 是 這麼 隨便,Far.Far.Away.2023.iTunes
你 就是 覺得 我 是 這麼 隨便,還 有 你 喜歡 我 甚麼 ？,Far.Far.Away.2023.iTunes
還 有 你 喜歡 我 甚麼 ？,我 這麼 吵 ， 你 這麼 靜,Far.Far.Away.2023.iTunes
我 這麼 吵 ， 你 這麼 靜,你 別 誤會,Far.Far.Away.2023.iTunes
你 別 誤會,我 不 是 這 意思,Far.Far.Away.2023.iTunes
我 不 是 這 意思,我 ⋯ 我 是 想 說 我 跟 你 一起 很 舒服,Far.Far.Away.2023.iTunes
我 ⋯ 我 是 想 說 我 跟 你 一起 很 舒服,你 讓 我 說話 多 了,Far.Far.Away.2023.iTunes
你 讓 我 說話 多 了,舒服 ？,Far.Far.Away.2023.iTunes
舒服 ？,「 我 跟 你 一起 很 舒服 」,Far.Far.Away.2023.iTunes
「 我 跟 你 一起 很 舒服 」,每 個 男生 一 開始 都 是 這樣 說,Far.Far.Away.2023.iTunes
每 個 男生 一 開始 都 是 這樣 說,你 剛剛 上來 時 說 甚麼 ？ 耐性 嘛,Far.Far.Away.2023.iTunes
你 剛剛 上來 時 說 甚麼 ？ 耐性 嘛,時間 久 了 ， 膩 了,Far.Far.Away.2023.iTunes
時間 久 了 ， 膩 了,就 覺得 不 舒服,Far.Far.Away.2023.iTunes
就 覺得 不 舒服,覺得 跟 我 在一起 我 好 煩 我 好 吵,Far.Far.Away.2023.iTunes
覺得 跟 我 在一起 我 好 煩 我 好 吵,我 住 澄碧邨 很 遠,Far.Far.Away.2023.iTunes
我 住 澄碧邨 很 遠,我 比 你 多 談 十多 次 戀愛,Far.Far.Away.2023.iTunes
我 比 你 多 談 十多 次 戀愛,之後 就 會 叫 我 搬回 市區,Far.Far.Away.2023.iTunes
之後 就 會 叫 我 搬回 市區,不要 住 在 裏面,Far.Far.Away.2023.iTunes
不要 住 在 裏面,那 怎 辦 ？ 要 我 扔下 老爸 老媽不理 ？,Far.Far.Away.2023.iTunes
那 怎 辦 ？ 要 我 扔下 老爸 老媽不理 ？,其實 我 從來 都 沒 叫 你 送 我 回家,Far.Far.Away.2023.iTunes
其實 我 從來 都 沒 叫 你 送 我 回家,我 也 沒 叫 你 搬進來,Far.Far.Away.2023.iTunes
我 也 沒 叫 你 搬進來,你 幹嘛 ？ 怎樣 ？ 你 搬進來,Far.Far.Away.2023.iTunes
你 幹嘛 ？ 怎樣 ？ 你 搬進來,你 的 車 怎麼辦 ？ 康盛 怎麼辦 ？,Far.Far.Away.2023.iTunes
你 的 車 怎麼辦 ？ 康盛 怎麼辦 ？,你 不 是 說 什麼 童年 回憶 嗎 ？,Far.Far.Away.2023.iTunes
你 不 是 說 什麼 童年 回憶 嗎 ？,還是 你 住慣 了 茶果嶺村,Far.Far.Away.2023.iTunes
還是 你 住慣 了 茶果嶺村,你 喜歡 住 村屋,Far.Far.Away.2023.iTunes
你 喜歡 住 村屋,那 你 不 搬去 大澳 ？ 去 找 你 的 前任 嘛,Far.Far.Away.2023.iTunes
那 你 不 搬去 大澳 ？ 去 找 你 的 前任 嘛,你 不 搬去 甚麼 荔枝窩 替 你 的 中學 女神 服務 ？,Far.Far.Away.2023.iTunes
你 不 搬去 甚麼 荔枝窩 替 你 的 中學 女神 服務 ？,對 啊 ， 這些 事 你 全 都 沒 跟 我 說,Far.Far.Away.2023.iTunes
對 啊 ， 這些 事 你 全 都 沒 跟 我 說,你 甚麼 都 不 說,Far.Far.Away.2023.iTunes
你 甚麼 都 不 說,你 以為 我 甚麼 都 不 知道,Far.Far.Away.2023.iTunes
你 以為 我 甚麼 都 不 知道,我 甚麼 都 知道,Far.Far.Away.2023.iTunes
我 甚麼 都 知道,你 只 懂 愛美女,Far.Far.Away.2023.iTunes
你 只 懂 愛美女,美 有 甚麼 用 ？,Far.Far.Away.2023.iTunes
美 有 甚麼 用 ？,美女 也 會 老,Far.Far.Away.2023.iTunes
美女 也 會 老,老 了 就 不 美,Far.Far.Away.2023.iTunes
老 了 就 不 美,沒 人 愛,Far.Far.Away.2023.iTunes
對不起,我 送 你 回家 是 因為 我 想 多點 時間 和 你 一起,Far.Far.Away.2023.iTunes
我 送 你 回家 是 因為 我 想 多點 時間 和 你 一起,我 的 車,Far.Far.Away.2023.iTunes
我 的 車,我 在 上環 租 了 一 個 車位,Far.Far.Away.2023.iTunes
我 在 上環 租 了 一 個 車位,康盛 我 老爸 一直 想 賣掉,Far.Far.Away.2023.iTunes
康盛 我 老爸 一直 想 賣掉,所以 現在 給 他 賣,Far.Far.Away.2023.iTunes
所以 現在 給 他 賣,其實 我 也 是 時候,Far.Far.Away.2023.iTunes
其實 我 也 是 時候,建立 自己 的 家,Far.Far.Away.2023.iTunes
建立 自己 的 家,其實 現在 甚麼 年代 ？,Far.Far.Away.2023.iTunes
其實 現在 甚麼 年代 ？,誰 說 一定 要 男生 送 女生 回家 ？,Far.Far.Away.2023.iTunes
誰 說 一定 要 男生 送 女生 回家 ？,為何 我 不可以 自己 保護 自己 ？,Far.Far.Away.2023.iTunes
為何 我 不可以 自己 保護 自己 ？,說真的 ， 到時 遇著 一 個 有 刀 的 那 怎 辦 ？,Far.Far.Away.2023.iTunes
說真的 ， 到時 遇著 一 個 有 刀 的 那 怎 辦 ？,你 也 只 能 站 著 看 我 被 強姦,Far.Far.Away.2023.iTunes
你 也 只 能 站 著 看 我 被 強姦,對不起 ， 咩姐,Far.Far.Away.2023.iTunes
對不起 ， 咩姐,我 沒 想 過 你 的 感受,Far.Far.Away.2023.iTunes
我 沒 想 過 你 的 感受,但 我 想 清楚 了,Far.Far.Away.2023.iTunes
但 我 想 清楚 了,我 知道 自己 想要 甚麼,Far.Far.Away.2023.iTunes
唉 ， 很 差勁,我 想 裝 生氣 ， 裝 了 一點,Far.Far.Away.2023.iTunes
我 想 裝 生氣 ， 裝 了 一點,但 又 忍不住 笑 了,Far.Far.Away.2023.iTunes
但 又 忍不住 笑 了,怪不得 我 演不了 戲,Far.Far.Away.2023.iTunes
怪不得 我 演不了 戲,甚麼 ？,Far.Far.Away.2023.iTunes
甚麼 ？,想 不 想 做 我 男友 ？,Far.Far.Away.2023.iTunes
想 不 想 做 我 男友 ？,甚麼 ？,Far.Far.Away.2023.iTunes
甚麼 ？,發生 甚麼 事 ？,Far.Far.Away.2023.iTunes
發生 甚麼 事 ？,我 在 玩 你 ， 明白 嗎 ？,Far.Far.Away.2023.iTunes
我 在 玩 你 ， 明白 嗎 ？,那 還 要 我 嗎 ？,Far.Far.Away.2023.iTunes
那 還 要 我 嗎 ？,幹⋯,Far.Far.Away.2023.iTunes
幹⋯,你 神經病 ？,Far.Far.Away.2023.iTunes
你 神經病 ？,我 被 你 嚇死 了,Far.Far.Away.2023.iTunes
我 被 你 嚇死 了,這 才 夠 難忘 嘛,Far.Far.Away.2023.iTunes
這 才 夠 難忘 嘛,你 需要 玩 這麼 過分 嗎 ？,Far.Far.Away.2023.iTunes
你 需要 玩 這麼 過分 嗎 ？,先 說清楚,Far.Far.Away.2023.iTunes
先 說清楚,現在 是 你 怕 山長 水 遠 才 搬過來,Far.Far.Away.2023.iTunes
現在 是 你 怕 山長 水 遠 才 搬過來,雖然 剛才 的 是 對白,Far.Far.Away.2023.iTunes
雖然 剛才 的 是 對白,但 我 真的 好 喜歡 你 送 我 到 長洲 的,Far.Far.Away.2023.iTunes
但 我 真的 好 喜歡 你 送 我 到 長洲 的,你 喜歡,Far.Far.Away.2023.iTunes
你 喜歡,往後 我 可以 繼續 送,Far.Far.Away.2023.iTunes
往後 我 可以 繼續 送,雖然 工作 那裡 比較 遠,Far.Far.Away.2023.iTunes
雖然 工作 那裡 比較 遠,但 工作 可以 換,Far.Far.Away.2023.iTunes
但 工作 可以 換,女朋友 就 不能 換,Far.Far.Away.2023.iTunes
女朋友 就 不能 換,這麼 容易 換 的 嗎 ？,Far.Far.Away.2023.iTunes
這麼 容易 換 的 嗎 ？,如果 換 不 到 工作,Far.Far.Away.2023.iTunes
如果 換 不 到 工作,我們 以後 也 可 相約 在 碼頭 坐 船 去 中環,Far.Far.Away.2023.iTunes
我們 以後 也 可 相約 在 碼頭 坐 船 去 中環,我 說 的 是 女朋友,Far.Far.Away.2023.iTunes
我 說 的 是 女朋友,對 啊,Far.Far.Away.2023.iTunes
對 啊,好 吧 ， 上 天台 吧,Far.Far.Away.2023.iTunes
好 吧 ， 上 天台 吧,肯定 有 些 老套 點子,Far.Far.Away.2023.iTunes
肯定 有 些 老套 點子,喂 喂 ⋯ 不 要 啊,Far.Far.Away.2023.iTunes
喂 喂 ⋯ 不 要 啊,真的 有,Far.Far.Away.2023.iTunes
真的 有,很 土 啊 ， 救命,Far.Far.Away.2023.iTunes
很 土 啊 ， 救命,真的 很 土 ？,Far.Far.Away.2023.iTunes
真的 很 土 ？,不過 我 喜歡,Far.Far.Away.2023.iTunes
不過 我 喜歡,這 是 甚麼 ？,Far.Far.Away.2023.iTunes
這 是 甚麼 ？,這 盞 燈 應該 可以 照去 你 家 澄碧邨,Far.Far.Away.2023.iTunes
這 盞 燈 應該 可以 照去 你 家 澄碧邨,這麼 厲害 ？,Far.Far.Away.2023.iTunes
這麼 厲害 ？,對 啊 ， 我 買 了 一 個 一模一樣 的 送給 你,Far.Far.Away.2023.iTunes
對 啊 ， 我 買 了 一 個 一模一樣 的 送給 你,我們 有空,Far.Far.Away.2023.iTunes
我們 有空,可以 玩 摩斯 密碼,Far.Far.Away.2023.iTunes
可以 玩 摩斯 密碼,摩斯 密碼,Far.Far.Away.2023.iTunes
摩斯 密碼,甚麼 年代 ？,Far.Far.Away.2023.iTunes
甚麼 年代 ？,你 真的 很 土,Far.Far.Away.2023.iTunes
你 真的 很 土,還可以,Far.Far.Away.2023.iTunes
還可以,挺 浪漫,Far.Far.Away.2023.iTunes
挺 浪漫,試試 吧,Far.Far.Away.2023.iTunes
試試 吧,假 的 ？,Far.Far.Away.2023.iTunes
假 的 ？,對 啊,Far.Far.Away.2023.iTunes
對 啊,怕 起火,Far.Far.Away.2023.iTunes
你 有沒有 想 過 移民 ？,你 轉 話題 轉 得 那麼 快,Far.Far.Away.2023.iTunes
你 轉 話題 轉 得 那麼 快,你 先 回答 我,Far.Far.Away.2023.iTunes
你 先 回答 我,阿榮 他 有 英國 護照,Far.Far.Away.2023.iTunes
阿榮 他 有 英國 護照,他 想 去 唸 服裝 設計,Far.Far.Away.2023.iTunes
他 想 去 唸 服裝 設計,大同 和 Gigi,Far.Far.Away.2023.iTunes
大同 和 Gigi,應該 會 去 台灣,Far.Far.Away.2023.iTunes
應該 會 去 台灣,但 我 沒 怎 認真 想 過,Far.Far.Away.2023.iTunes
但 我 沒 怎 認真 想 過,為甚麼 ？,Far.Far.Away.2023.iTunes
為甚麼 ？,其實 沒有 哪 個 地方 值得 移民,Far.Far.Away.2023.iTunes
其實 沒有 哪 個 地方 值得 移民,而且,Far.Far.Away.2023.iTunes
而且,我 覺得 去 哪 並 不 重要,Far.Far.Away.2023.iTunes
我 覺得 去 哪 並 不 重要,最 重要 是 跟 誰 在一起,Far.Far.Away.2023.iTunes
當然 是 喝 一 杯 了   抱歉,你 要 喝 點 什麼,Good.Luck.to.You.Leo.Grande.2022.1080p.BluRay.x264SCARECATCHPLAY+
來 杯 香檳 緩解 一下 氣氛 怎麼樣,一 杯 香檳   等等,Good.Luck.to.You.Leo.Grande.2022.1080p.BluRay.x264SCARECATCHPLAY+
一 杯 香檳   等等,我 來 吧,Good.Luck.to.You.Leo.Grande.2022.1080p.BluRay.x264SCARECATCHPLAY+
敬風 姿 綽 約,沒 錯   乾杯,Good.Luck.to.You.Leo.Grande.2022.1080p.BluRay.x264SCARECATCHPLAY+
很 有 風味,是 從小 冰箱 裡 拿 的,Good.Luck.to.You.Leo.Grande.2022.1080p.BluRay.x264SCARECATCHPLAY+
是 從小 冰箱 裡 拿 的,喔   你 是 說 我,Good.Luck.to.You.Leo.Grande.2022.1080p.BluRay.x264SCARECATCHPLAY+
說 我 啊 ， 我 只是 逗逗 你,好 ， 不如 我們 坐 著 聊 吧,Good.Luck.to.You.Leo.Grande.2022.1080p.BluRay.x264SCARECATCHPLAY+
你 會 … ， 所以 你 喜歡 音樂,有 人聲 的,Good.Luck.to.You.Leo.Grande.2022.1080p.BluRay.x264SCARECATCHPLAY+
有 人聲 的,對   我 很 喜歡,Good.Luck.to.You.Leo.Grande.2022.1080p.BluRay.x264SCARECATCHPLAY+
對   我 很 喜歡,你 喜歡 什麼 樣 的 音樂,Good.Luck.to.You.Leo.Grande.2022.1080p.BluRay.x264SCARECATCHPLAY+
你 喜歡 什麼 樣 的 音樂,我 不 知道   各式各樣 的 吧,Good.Luck.to.You.Leo.Grande.2022.1080p.BluRay.x264SCARECATCHPLAY+
我 不 知道   各式各樣 的 吧,抱歉   我 有點 分心   因為,Good.Luck.to.You.Leo.Grande.2022.1080p.BluRay.x264SCARECATCHPLAY+
抱歉   我 有點 分心   因為,因為 你 近 看 真的 很 帥,Good.Luck.to.You.Leo.Grande.2022.1080p.BluRay.x264SCARECATCHPLAY+
因為 你 近 看 真的 很 帥,嗯 ， 謝謝 你,Good.Luck.to.You.Leo.Grande.2022.1080p.BluRay.x264SCARECATCHPLAY+
嗯 ， 謝謝 你,甚至 比 照片 上 還 帥,Good.Luck.to.You.Leo.Grande.2022.1080p.BluRay.x264SCARECATCHPLAY+
甚至 比 照片 上 還 帥,啊   我 本人 比 照片 好看,Good.Luck.to.You.Leo.Grande.2022.1080p.BluRay.x264SCARECATCHPLAY+
